Year,Home_Team,HTScore,Away_Team,ATScore,Winner,Winning_score,Loser,Losing_score,Draw
1998,"
Harlequins ",32," Richmond
",32,Draw,0,Draw,0,1

1998,"
Leicester Tigers ",16,"Wasps
",6 ,"Wasps
",6 ,"
Leicester Tigers ",16,0

1998,"
London Irish ",35," London Scottish
",12,"
London Irish ",35," London Scottish
",12,0

1998,"
Northampton Saints ",57," Newcastle Falcons
",16,"
Northampton Saints ",57," Newcastle Falcons
",16,0

1998,"
Saracens ",14," Bath Rugby
",33," Bath Rugby
",33,"
Saracens ",14,0

1998,"
West Hartlepool ",33," Sale Sharks
",33,Draw,0,Draw,0,1

1998,"
Newcastle Falcons ",43," London Scottish
",20,"
Newcastle Falcons ",43," London Scottish
",20,0

1998,"
Bath Rugby ",24," Leicester Tigers
",16,"
Bath Rugby ",24," Leicester Tigers
",16,0

1998,"
Sale Sharks ",30," London Irish
",27,"
Sale Sharks ",30," London Irish
",27,0

1998,"
Wasps ",15," Northampton Saints
",24," Northampton Saints
",24,"
Wasps ",15,0

1998,"
Leicester Tigers ",25," Saracens
",18,"
Leicester Tigers ",25," Saracens
",18,0

1998,"
Harlequins ",29," Bedford Blues
",16,"
Harlequins ",29," Bedford Blues
",16,0

1998,"
London Irish ",47," Bath Rugby
",22,"
London Irish ",47," Bath Rugby
",22,0

1998,"
Northampton Saints ",44," London Scottish
",13,"
Northampton Saints ",44," London Scottish
",13,0

1998,"
Wasps ",34," Newcastle Falcons
",33,"
Wasps ",34," Newcastle Falcons
",33,0

1998,"
West Hartlepool ",35," Richmond
",36," Richmond
",36,"
West Hartlepool ",35,0

1998,"
Newcastle Falcons ",47," Richmond
",14,"
Newcastle Falcons ",47," Richmond
",14,0

1998,"
West Hartlepool ",37," Harlequins
",47," Harlequins
",47,"
West Hartlepool ",37,0

1998,"
Bath Rugby ",56," West Hartlepool
",24,"
Bath Rugby ",56," West Hartlepool
",24,0

1998,"
Bedford Blues ",31," Northampton Saints
",42," Northampton Saints
",42,"
Bedford Blues ",31,0

1998,"
Sale Sharks ",17," Leicester Tigers
",41," Leicester Tigers
",41,"
Sale Sharks ",17,0

1998,"
Newcastle Falcons ",39," Gloucester Rugby
",15,"
Newcastle Falcons ",39," Gloucester Rugby
",15,0

1998,"
Richmond", 5," Wasps
",29,"
Richmond", 5," Wasps
",29,0

1998,"
Saracens ",30," Harlequins
",38," Harlequins
",38,"
Saracens ",30,0

1998,"
Gloucester Rugby ",24," Sale Sharks
",34," Sale Sharks
",34,"
Gloucester Rugby ",24,0

1998,"
London Irish ",21," Saracens
",26," Saracens
",26,"
London Irish ",21,0

1998,"
Northampton Saints ",40," Bath Rugby
",17,"
Northampton Saints ",40," Bath Rugby
",17,0

1998,"
Newcastle Falcons ",12," Leicester Tigers
",21," Leicester Tigers
",21,"
Newcastle Falcons ",12,0

1998,"
Wasps ",45," London Scottish
",22,"
Wasps ",45," London Scottish
",22,0

1998,"
West Hartlepool", 0," Bedford Blues
",39,"
West Hartlepool", 0," Bedford Blues
",39,0

1998,"
Richmond ",23," Harlequins
",30," Harlequins
",30,"
Richmond ",23,0

1998,"
Saracens ",26," Gloucester Rugby
",10,"
Saracens ",26," Gloucester Rugby
",10,0

1998,"
Bath Rugby ",13," Harlequins
",17," Harlequins
",17,"
Bath Rugby ",13,0

1998,"
Bedford Blues ",21," London Irish
",36," London Irish
",36,"
Bedford Blues ",21,0

1998,"
London Scottish ",26," West Hartlepool
",14,"
London Scottish ",26," West Hartlepool
",14,0

1998,"
Richmond ",19," Northampton Saints
",31," Northampton Saints
",31,"
Richmond ",19,0

1998,"
Sale Sharks ",13," Wasps
",27," Wasps
",27,"
Sale Sharks ",13,0

1998,"
Newcastle Falcons ",33," Harlequins
",23,"
Newcastle Falcons ",33," Harlequins
",23,0

1998,"
Richmond ",18," Saracens
",25," Saracens
",25,"
Richmond ",18,0

1998,"
Bath Rugby ",76," London Scottish
",13,"
Bath Rugby ",76," London Scottish
",13,0

1998,"
Bedford Blues ",12,"Richmond
",10,"
Bedford Blues ",12,"Richmond
",10,0

1998,"
Gloucester Rugby ",43," Northampton Saints
",31,"
Gloucester Rugby ",43," Northampton Saints
",31,0

1998,"
Leicester Tigers ",72," West Hartlepool
",37,"
Leicester Tigers ",72," West Hartlepool
",37,0

1998,"
Harlequins ",27," Wasps
",20,"
Harlequins ",27," Wasps
",20,0

1998,"
Saracens ",40," Newcastle Falcons
",26,"
Saracens ",40," Newcastle Falcons
",26,0

1999,"
Bristol Bears ",40," Bedford Blues
",25,"
Bristol Bears ",40," Bedford Blues
",25,0

1999,"
Gloucester Rugby ",31," Newcastle Falcons
",16,"
Gloucester Rugby ",31," Newcastle Falcons
",16,0

1999,"
Harlequins ",10," Bath Rugby
",30," Bath Rugby
",30,"
Harlequins ",10,0

1999,"
Northampton Saints ",46," Leicester Tigers
",24,"
Northampton Saints ",46," Leicester Tigers
",24,0

1999,"
Sale Sharks ",16,"Wasps
",8 ,"Wasps
",8 ,"
Sale Sharks ",16,0

1999,"
Saracens ",23," London Irish
",28," London Irish
",28,"
Saracens ",23,0

1999,"
Bath Rugby ",33," Northampton Saints
",13,"
Bath Rugby ",33," Northampton Saints
",13,0

1999,"
Bedford Blues", 8," London Irish
",27,"
Bedford Blues", 8," London Irish
",27,0

1999,"
Harlequins ",33," Saracens
",24,"
Harlequins ",33," Saracens
",24,0

1999,"
Leicester Tigers ",18,"Sale Sharks
",3 ,"Sale Sharks
",3 ,"
Leicester Tigers ",18,0

1999,"
Newcastle Falcons ",32," Bristol Bears
",37," Bristol Bears
",37,"
Newcastle Falcons ",32,0

1999,"
Wasps ",30," Gloucester Rugby
",26,"
Wasps ",30," Gloucester Rugby
",26,0

1999,"
Gloucester Rugby ",34,"Leicester Tigers
",6 ,"Leicester Tigers
",6 ,"
Gloucester Rugby ",34,0

1999,"
Bristol Bears ",20," Wasps
",13,"
Bristol Bears ",20," Wasps
",13,0

1999,"
Saracens ",39," Bedford Blues
",15,"
Saracens ",39," Bedford Blues
",15,0

1999,"
Northampton Saints ",29," Harlequins
",27,"
Northampton Saints ",29," Harlequins
",27,0

1999,"
Sale Sharks ",28," Bath Rugby
",22,"
Sale Sharks ",28," Bath Rugby
",22,0

1999,"
London Irish ",56,"Newcastle Falcons
",8 ,"Newcastle Falcons
",8 ,"
London Irish ",56,0

1999,"
Northampton Saints", 8," Saracens
",32,"
Northampton Saints", 8," Saracens
",32,0

1999,"
Harlequins", 3," Sale Sharks
",10,"
Harlequins", 3," Sale Sharks
",10,0

1999,"
Wasps ",43," London Irish
",20,"
Wasps ",43," London Irish
",20,0

1999,"
Bath Rugby ",33," Gloucester Rugby
",20,"
Bath Rugby ",33," Gloucester Rugby
",20,0

1999,"
Gloucester Rugby ",24," Harlequins
",23,"
Gloucester Rugby ",24," Harlequins
",23,0

1999,"
Bristol Bears ",31," Bath Rugby
",31,Draw,0,Draw,0,1

1999,"
London Irish ",30," Leicester Tigers
",31," Leicester Tigers
",31,"
London Irish ",30,0

1999,"
Sale Sharks", 9," Northampton Saints
",13,"
Sale Sharks", 9," Northampton Saints
",13,0

1999,"
Saracens ",55,"Newcastle Falcons
",6 ,"Newcastle Falcons
",6 ,"
Saracens ",55,0

1999,"
Leicester Tigers ",36," Bristol Bears
",19,"
Leicester Tigers ",36," Bristol Bears
",19,0

1999,"
Harlequins ",36," Bristol Bears
",20,"
Harlequins ",36," Bristol Bears
",20,0

1999,"
Sale Sharks ",12," Saracens
",58," Saracens
",58,"
Sale Sharks ",12,0

1999,"
Bath Rugby ",25," London Irish
",25,Draw,0,Draw,0,1

1999,"
Leicester Tigers ",61," Bedford Blues
",12,"
Leicester Tigers ",61," Bedford Blues
",12,0

1999,"
Northampton Saints", 9," Gloucester Rugby
",25,"
Northampton Saints", 9," Gloucester Rugby
",25,0

1999,"
Wasps ",19," Newcastle Falcons
",19,Draw,0,Draw,0,1

1999,"
Gloucester Rugby ",35," Sale Sharks
",14,"
Gloucester Rugby ",35," Sale Sharks
",14,0

1999,"
Newcastle Falcons ",12," Leicester Tigers
",12,Draw,0,Draw,0,1

1999,"
Bristol Bears ",19," Northampton Saints
",29," Northampton Saints
",29,"
Bristol Bears ",19,0

1999,"
Bedford Blues ",24," Bath Rugby
",28," Bath Rugby
",28,"
Bedford Blues ",24,0

1999,"
Saracens ",27," Wasps
",26,"
Saracens ",27," Wasps
",26,0

1999,"
London Irish ",16," Harlequins
",17," Harlequins
",17,"
London Irish ",16,0

1999,"
Bath Rugby ",45," Newcastle Falcons
",12,"
Bath Rugby ",45," Newcastle Falcons
",12,0

1999,"
Harlequins ",11," Bedford Blues
",10,"
Harlequins ",11," Bedford Blues
",10,0

1999,"
Leicester Tigers ",28,"Wasps
",9 ,"Wasps
",9 ,"
Leicester Tigers ",28,0

1999,"
Northampton Saints ",24," London Irish
",19,"
Northampton Saints ",24," London Irish
",19,0

1999,"
Sale Sharks ",15," Bristol Bears
",40," Bristol Bears
",40,"
Sale Sharks ",15,0

1999,"
Gloucester Rugby ",22," Saracens
",19,"
Gloucester Rugby ",22," Saracens
",19,0

1999,"
Bedford Blues ",17," Northampton Saints
",41," Northampton Saints
",41,"
Bedford Blues ",17,0

1999,"
Bristol Bears ",25," Gloucester Rugby
",38," Gloucester Rugby
",38,"
Bristol Bears ",25,0

1999,"
London Irish ",26,"Sale Sharks
",3 ,"Sale Sharks
",3 ,"
London Irish ",26,0

1999,"
Newcastle Falcons ",15," Harlequins
",16," Harlequins
",16,"
Newcastle Falcons ",15,0

1999,"
Wasps ",23," Bath Rugby
",21,"
Wasps ",23," Bath Rugby
",21,0

1999,"
Saracens ",36," Leicester Tigers
",20,"
Saracens ",36," Leicester Tigers
",20,0

1999,"
Harlequins ",16," Wasps
",52," Wasps
",52,"
Harlequins ",16,0

1999,"
Bath Rugby", 3," Leicester Tigers
",13,"
Bath Rugby", 3," Leicester Tigers
",13,0

1999,"
Gloucester Rugby ",40," London Irish
",15,"
Gloucester Rugby ",40," London Irish
",15,0

1999,"
Northampton Saints ",37,"Newcastle Falcons
",5 ,"Newcastle Falcons
",5 ,"
Northampton Saints ",37,0

1999,"
Sale Sharks ",22,"Bedford Blues
",3 ,"Bedford Blues
",3 ,"
Sale Sharks ",22,0

1999,"
Bristol Bears ",45," Saracens
",22,"
Bristol Bears ",45," Saracens
",22,0

1999,"
Leicester Tigers ",29," Harlequins
",17,"
Leicester Tigers ",29," Harlequins
",17,0

1999,"
London Irish ",35," Bristol Bears
",21,"
London Irish ",35," Bristol Bears
",21,0

1999,"
Newcastle Falcons ",12,"Sale Sharks
",6 ,"Sale Sharks
",6 ,"
Newcastle Falcons ",12,0

1999,"
Wasps ",15," Northampton Saints
",21," Northampton Saints
",21,"
Wasps ",15,0

1999,"
Bedford Blues", 6," Gloucester Rugby
",18,"
Bedford Blues", 6," Gloucester Rugby
",18,0

1999,"
Saracens ",19,"Bath Rugby
",6 ,"Bath Rugby
",6 ,"
Saracens ",19,0

1999,"
Gloucester Rugby ",29," Bristol Bears
",23,"
Gloucester Rugby ",29," Bristol Bears
",23,0

1999,"
Bath Rugby ",27," Wasps
",16,"
Bath Rugby ",27," Wasps
",16,0

1999,"
Harlequins ",12," Newcastle Falcons
",15," Newcastle Falcons
",15,"
Harlequins ",12,0

1999,"
Leicester Tigers ",48," Saracens
",20,"
Leicester Tigers ",48," Saracens
",20,0

1999,"
Northampton Saints ",38," Bedford Blues
",16,"
Northampton Saints ",38," Bedford Blues
",16,0

1999,"
Sale Sharks ",24," London Irish
",31," London Irish
",31,"
Sale Sharks ",24,0

1999,"
Bedford Blues ",25," Harlequins
",28," Harlequins
",28,"
Bedford Blues ",25,0

1999,"
Newcastle Falcons ",16," Bath Rugby
",20," Bath Rugby
",20,"
Newcastle Falcons ",16,0

1999,"
Saracens ",35," Gloucester Rugby
",21,"
Saracens ",35," Gloucester Rugby
",21,0

1999,"
Wasps ",20," Leicester Tigers
",29," Leicester Tigers
",29,"
Wasps ",20,0

1999,"
London Irish ",20," Northampton Saints
",44," Northampton Saints
",44,"
London Irish ",20,0

1999,"
Northampton Saints ",19," Bristol Bears
",23," Bristol Bears
",23,"
Northampton Saints ",19,0

1999,"
Bath Rugby ",32," Bedford Blues
",22,"
Bath Rugby ",32," Bedford Blues
",22,0

1999,"
Harlequins ",14," London Irish
",39," London Irish
",39,"
Harlequins ",14,0

1999,"
Leicester Tigers ",34," Newcastle Falcons
",26,"
Leicester Tigers ",34," Newcastle Falcons
",26,0

1999,"
Sale Sharks ",13," Gloucester Rugby
",31," Gloucester Rugby
",31,"
Sale Sharks ",13,0

1999,"
Wasps ",41," Saracens
",17,"
Wasps ",41," Saracens
",17,0

1999,"
Newcastle Falcons ",23," Bedford Blues
",20,"
Newcastle Falcons ",23," Bedford Blues
",20,0

1999,"
Bristol Bears ",35," Sale Sharks
",16,"
Bristol Bears ",35," Sale Sharks
",16,0

1999,"
Gloucester Rugby ",11," Northampton Saints
",35," Northampton Saints
",35,"
Gloucester Rugby ",11,0

1999,"
Bedford Blues ",22," Leicester Tigers
",32," Leicester Tigers
",32,"
Bedford Blues ",22,0

1999,"
Bristol Bears ",42," Harlequins
",39,"
Bristol Bears ",42," Harlequins
",39,0

1999,"
London Irish ",16," Bath Rugby
",64," Bath Rugby
",64,"
London Irish ",16,0

1999,"
Newcastle Falcons", 8," Wasps
",34,"
Newcastle Falcons", 8," Wasps
",34,0

1999,"
Saracens ",56," Sale Sharks
",28,"
Saracens ",56," Sale Sharks
",28,0

1999,"
Bath Rugby ",39," Bristol Bears
",13,"
Bath Rugby ",39," Bristol Bears
",13,0

1999,"
Harlequins ",24," Gloucester Rugby
",38," Gloucester Rugby
",38,"
Harlequins ",24,0

1999,"
Leicester Tigers ",41," London Irish
",16,"
Leicester Tigers ",41," London Irish
",16,0

1999,"
Northampton Saints ",26,"Sale Sharks
",7 ,"Sale Sharks
",7 ,"
Northampton Saints ",26,0

1999,"
Newcastle Falcons ",15,"Saracens
",6 ,"Saracens
",6 ,"
Newcastle Falcons ",15,0

1999,"
Wasps ",62,"Bedford Blues
",8 ,"Bedford Blues
",8 ,"
Wasps ",62,0

1999,"
Bedford Blues ",32," Newcastle Falcons
",22,"
Bedford Blues ",32," Newcastle Falcons
",22,0

1999,"
Gloucester Rugby ",16," Bath Rugby
",36," Bath Rugby
",36,"
Gloucester Rugby ",16,0

1999,"
Sale Sharks ",36," Harlequins
",20,"
Sale Sharks ",36," Harlequins
",20,0

1999,"
Bath Rugby ",36,"Sale Sharks
",6 ,"Sale Sharks
",6 ,"
Bath Rugby ",36,0

1999,"
Bedford Blues ",29," Saracens
",57," Saracens
",57,"
Bedford Blues ",29,0

1999,"
Newcastle Falcons ",28," London Irish
",23,"
Newcastle Falcons ",28," London Irish
",23,0

1999,"
Leicester Tigers ",24," Gloucester Rugby
",13,"
Leicester Tigers ",24," Gloucester Rugby
",13,0

1999,"
Harlequins ",29," Northampton Saints
",17,"
Harlequins ",29," Northampton Saints
",17,0

1999,"
Wasps ",25," Bristol Bears
",31," Bristol Bears
",31,"
Wasps ",25,0

1999,"
Gloucester Rugby ",26," Wasps
",12,"
Gloucester Rugby ",26," Wasps
",12,0

1999,"
London Irish ",33," Bedford Blues
",23,"
London Irish ",33," Bedford Blues
",23,0

1999,"
Northampton Saints ",13," Bath Rugby
",17," Bath Rugby
",17,"
Northampton Saints ",13,0

1999,"
Sale Sharks ",13," Leicester Tigers
",48," Leicester Tigers
",48,"
Sale Sharks ",13,0

1999,"
Bristol Bears ",30," Newcastle Falcons
",11,"
Bristol Bears ",30," Newcastle Falcons
",11,0

1999,"
Saracens ",50," Harlequins
",10,"
Saracens ",50," Harlequins
",10,0

1999,"
Bedford Blues", 7," Wasps
",21,"
Bedford Blues", 7," Wasps
",21,0

1999,"
Bath Rugby ",77," Harlequins
",19,"
Bath Rugby ",77," Harlequins
",19,0

1999,"
Bedford Blues ",19," Bristol Bears
",57," Bristol Bears
",57,"
Bedford Blues ",19,0

1999,"
Leicester Tigers ",26," Northampton Saints
",21,"
Leicester Tigers ",26," Northampton Saints
",21,0

1999,"
London Irish ",27," Saracens
",41," Saracens
",41,"
London Irish ",27,0

1999,"
Newcastle Falcons ",36," Gloucester Rugby
",28,"
Newcastle Falcons ",36," Gloucester Rugby
",28,0

1999,"
Wasps ",58,"Sale Sharks
",5 ,"Sale Sharks
",5 ,"
Wasps ",58,0

1999,"
Bath Rugby ",40," Saracens
",27,"
Bath Rugby ",40," Saracens
",27,0

1999,"
Gloucester Rugby ",60," Bedford Blues
",16,"
Gloucester Rugby ",60," Bedford Blues
",16,0

1999,"
Harlequins", 5," Leicester Tigers
",54,"
Harlequins", 5," Leicester Tigers
",54,0

1999,"
Sale Sharks ",45," Newcastle Falcons
",17,"
Sale Sharks ",45," Newcastle Falcons
",17,0

1999,"
Northampton Saints ",12," Wasps
",54," Wasps
",54,"
Northampton Saints ",12,0

1999,"
Bristol Bears ",28," London Irish
",26,"
Bristol Bears ",28," London Irish
",26,0

1999,"
Bedford Blues ",37," Sale Sharks
",50," Sale Sharks
",50,"
Bedford Blues ",37,0

1999,"
Bristol Bears ",23," Leicester Tigers
",30," Leicester Tigers
",30,"
Bristol Bears ",23,0

1999,"
London Irish ",45," Wasps
",24,"
London Irish ",45," Wasps
",24,0

1999,"
Saracens ",29," Northampton Saints
",24,"
Saracens ",29," Northampton Saints
",24,0

1999,"
London Irish ",40," Gloucester Rugby
",42," Gloucester Rugby
",42,"
London Irish ",40,0

1999,"
Leicester Tigers ",43," Bath Rugby
",25,"
Leicester Tigers ",43," Bath Rugby
",25,0

1999,"
Newcastle Falcons ",23," Northampton Saints
",32," Northampton Saints
",32,"
Newcastle Falcons ",23,0

1999,"
Saracens ",37," Bristol Bears
",10,"
Saracens ",37," Bristol Bears
",10,0

1999,"
Wasps ",35," Harlequins
",32,"
Wasps ",35," Harlequins
",32,0

2000,"
Wasps ",22," Leicester Tigers
",24," Leicester Tigers
",24,"
Wasps ",22,0

2000,"
Harlequins ",16," London Irish
",22," London Irish
",22,"
Harlequins ",16,0

2000,"
Sale Sharks ",33," Bath Rugby
",32,"
Sale Sharks ",33," Bath Rugby
",32,0

2000,"
Newcastle Falcons ",27," Northampton Saints
",21,"
Newcastle Falcons ",27," Northampton Saints
",21,0

2000,"
Rotherham Titans ",20," Bristol Bears
",23," Bristol Bears
",23,"
Rotherham Titans ",20,0

2000,"
Saracens ",50," Gloucester Rugby
",20,"
Saracens ",50," Gloucester Rugby
",20,0

2000,"
Bristol Bears ",23," Saracens
",34," Saracens
",34,"
Bristol Bears ",23,0

2000,"
Gloucester Rugby ",18," Sale Sharks
",19," Sale Sharks
",19,"
Gloucester Rugby ",18,0

2000,"
Harlequins ",26," Rotherham Titans
",13,"
Harlequins ",26," Rotherham Titans
",13,0

2000,"
Northampton Saints ",27," London Irish
",10,"
Northampton Saints ",27," London Irish
",10,0

2000,"
Newcastle Falcons ",22," Leicester Tigers
",25," Leicester Tigers
",25,"
Newcastle Falcons ",22,0

2000,"
Wasps ",12," Bath Rugby
",36," Bath Rugby
",36,"
Wasps ",12,0

2000,"
Leicester Tigers ",33," Northampton Saints
",19,"
Leicester Tigers ",33," Northampton Saints
",19,0

2000,"
Bath Rugby ",38," Harlequins
",22,"
Bath Rugby ",38," Harlequins
",22,0

2000,"
London Irish ",27," Saracens
",22,"
London Irish ",27," Saracens
",22,0

2000,"
Rotherham Titans ",23," Gloucester Rugby
",29," Gloucester Rugby
",29,"
Rotherham Titans ",23,0

2000,"
Sale Sharks ",13," Newcastle Falcons
",27," Newcastle Falcons
",27,"
Sale Sharks ",13,0

2000,"
Wasps ",23," Bristol Bears
",17,"
Wasps ",23," Bristol Bears
",17,0

2000,"
Bristol Bears ",13," Sale Sharks
",36," Sale Sharks
",36,"
Bristol Bears ",13,0

2000,"
Newcastle Falcons ",18," Gloucester Rugby
",19," Gloucester Rugby
",19,"
Newcastle Falcons ",18,0

2000,"
Northampton Saints ",27," Harlequins
",20,"
Northampton Saints ",27," Harlequins
",20,0

2000,"
Leicester Tigers ",26," Rotherham Titans
",18,"
Leicester Tigers ",26," Rotherham Titans
",18,0

2000,"
Saracens ",24," Wasps
",30," Wasps
",30,"
Saracens ",24,0

2000,"
Gloucester Rugby ",21," Bath Rugby
",22," Bath Rugby
",22,"
Gloucester Rugby ",21,0

2000,"
Harlequins ",18," Wasps
",31," Wasps
",31,"
Harlequins ",18,0

2000,"
Sale Sharks ",34," Northampton Saints
",23,"
Sale Sharks ",34," Northampton Saints
",23,0

2000,"
Newcastle Falcons ",34," Rotherham Titans
",19,"
Newcastle Falcons ",34," Rotherham Titans
",19,0

2000,"
Bristol Bears ",26," London Irish
",30," London Irish
",30,"
Bristol Bears ",26,0

2000,"
Saracens ",17,"Leicester Tigers
",9 ,"Leicester Tigers
",9 ,"
Saracens ",17,0

2000,"
Bath Rugby ",19," Newcastle Falcons
",12,"
Bath Rugby ",19," Newcastle Falcons
",12,0

2000,"
Harlequins ",31," Bristol Bears
",25,"
Harlequins ",31," Bristol Bears
",25,0

2000,"
Leicester Tigers ",33," London Irish
",20,"
Leicester Tigers ",33," London Irish
",20,0

2000,"
Rotherham Titans ",19," Northampton Saints
",32," Northampton Saints
",32,"
Rotherham Titans ",19,0

2000,"
Sale Sharks", 6," Saracens
",51,"
Sale Sharks", 6," Saracens
",51,0

2000,"
Wasps ",43," Gloucester Rugby
",23,"
Wasps ",43," Gloucester Rugby
",23,0

2000,"
Newcastle Falcons ",59," Wasps
",21,"
Newcastle Falcons ",59," Wasps
",21,0

2000,"
Bristol Bears ",24," Leicester Tigers
",20,"
Bristol Bears ",24," Leicester Tigers
",20,0

2000,"
Gloucester Rugby ",27," Harlequins
",23,"
Gloucester Rugby ",27," Harlequins
",23,0

2000,"
Northampton Saints ",24," Bath Rugby
",13,"
Northampton Saints ",24," Bath Rugby
",13,0

2000,"
London Irish ",28," Sale Sharks
",13,"
London Irish ",28," Sale Sharks
",13,0

2000,"
Saracens ",59,"Rotherham Titans
",5 ,"Rotherham Titans
",5 ,"
Saracens ",59,0
