Year,WP1,HWP,AWP,APPG1,WP2,HWP2,AWP2,APPG2,Score,Winner,WPT,HWPT,AWPT,APPG
2001,50.0,54.545,45.455,19.318,50.0,63.636,36.364,22.273,-5,1,0.0,-9.091,9.091,-2.955
2001,32.0,45.455,18.182,18.455,35.0,36.364,33.333,20.15,5,0,-3.0,9.091,-15.151,-1.695
2001,35.0,36.364,33.333,20.15,59.0,81.818,36.364,29.909,-17,1,-24.0,-45.454,-3.031,-9.759
2001,58.0,70.0,44.444,27.263,50.0,54.545,45.455,19.318,7,0,8.0,15.455,-1.011,7.945
2001,59.0,81.818,36.364,29.909,67.0,80.0,54.545,27.143,23,0,-8.0,1.818,-18.181,2.766
2001,41.0,36.364,45.455,14.136,52.0,60.0,45.455,27.238,6,0,-11.0,-23.636,0.0,-13.102
2001,59.0,72.727,45.455,31.455,50.0,63.636,36.364,22.273,4,0,9.0,9.091,9.091,9.182
2001,62.0,60.0,63.636,23.476,58.0,70.0,44.444,27.263,9,0,4.0,-10.0,19.192,-3.787
2001,32.0,45.455,18.182,18.455,36.0,36.364,36.364,23.591,-10,1,-4.0,9.091,-18.182,-5.136
2001,50.0,54.545,45.455,19.318,35.0,36.364,33.333,20.15,14,0,15.0,18.181,12.122,-0.832
2001,35.0,36.364,33.333,20.15,62.0,60.0,63.636,23.476,-8,1,-27.0,-23.636,-30.303,-3.326
2001,50.0,63.636,36.364,22.273,36.0,36.364,36.364,23.591,-1,1,14.0,27.272,0.0,-1.318
2001,41.0,36.364,45.455,14.136,35.0,36.364,33.333,20.15,9,0,6.0,0.0,12.122,-6.014
2001,59.0,72.727,45.455,31.455,58.0,70.0,44.444,27.263,7,0,1.0,2.727,1.011,4.192
2001,62.0,60.0,63.636,23.476,67.0,80.0,54.545,27.143,-10,1,-5.0,-20.0,9.091,-3.667
2001,50.0,54.545,45.455,19.318,59.0,81.818,36.364,29.909,-41,1,-9.0,-27.273,9.091,-10.591
2001,32.0,45.455,18.182,18.455,50.0,63.636,36.364,22.273,-10,1,-18.0,-18.181,-18.182,-3.818
2001,36.0,36.364,36.364,23.591,52.0,60.0,45.455,27.238,18,0,-16.0,-23.636,-9.091,-3.647
2001,67.0,80.0,54.545,27.143,41.0,36.364,45.455,14.136,6,0,26.0,43.636,9.09,13.007
2001,59.0,81.818,36.364,29.909,62.0,60.0,63.636,23.476,11,0,-3.0,21.818,-27.272,6.433
2001,35.0,36.364,33.333,20.15,59.0,72.727,45.455,31.455,-12,1,-24.0,-36.363,-12.122,-11.305
2001,52.0,60.0,45.455,27.238,50.0,63.636,36.364,22.273,16,0,2.0,-3.636,9.091,4.965
2001,58.0,70.0,44.444,27.263,36.0,36.364,36.364,23.591,14,0,22.0,33.636,8.08,3.672
2001,50.0,54.545,45.455,19.318,32.0,45.455,18.182,18.455,-22,1,18.0,9.09,27.273,0.863
2001,41.0,36.364,45.455,14.136,59.0,81.818,36.364,29.909,-18,1,-18.0,-45.454,9.091,-15.773
2001,59.0,72.727,45.455,31.455,67.0,80.0,54.545,27.143,28,0,-8.0,-7.273,-9.09,4.312
2001,32.0,45.455,18.182,18.455,52.0,60.0,45.455,27.238,18,0,-20.0,-14.545,-27.273,-8.783
2001,35.0,36.364,33.333,20.15,50.0,63.636,36.364,22.273,14,0,-15.0,-27.272,-3.031,-2.123
2001,59.0,81.818,36.364,29.909,59.0,72.727,45.455,31.455,17,0,0.0,9.091,-9.091,-1.546
2001,58.0,70.0,44.444,27.263,52.0,60.0,45.455,27.238,11,0,6.0,10.0,-1.011,0.025
2001,62.0,60.0,63.636,23.476,32.0,45.455,18.182,18.455,20,0,30.0,14.545,45.454,5.021
2001,67.0,80.0,54.545,27.143,36.0,36.364,36.364,23.591,5,0,31.0,43.636,18.181,3.552
2001,50.0,54.545,45.455,19.318,41.0,36.364,45.455,14.136,22,0,9.0,18.181,0.0,5.182
2001,59.0,72.727,45.455,31.455,50.0,54.545,45.455,19.318,23,0,9.0,18.182,0.0,12.137
2001,41.0,36.364,45.455,14.136,62.0,60.0,63.636,23.476,-18,1,-21.0,-23.636,-18.181,-9.34
2001,32.0,45.455,18.182,18.455,58.0,70.0,44.444,27.263,-5,1,-26.0,-24.545,-26.262,-8.808
2001,50.0,63.636,36.364,22.273,67.0,80.0,54.545,27.143,20,0,-17.0,-16.364,-18.181,-4.87
2001,52.0,60.0,45.455,27.238,35.0,36.364,33.333,20.15,16,0,17.0,23.636,12.122,7.088
2001,36.0,36.364,36.364,23.591,59.0,81.818,36.364,29.909,12,0,-23.0,-45.454,0.0,-6.318
2001,36.0,36.364,36.364,23.591,59.0,72.727,45.455,31.455,35,0,-23.0,-36.363,-9.091,-7.864
2001,58.0,70.0,44.444,27.263,41.0,36.364,45.455,14.136,16,0,17.0,33.636,-1.011,13.127
2001,41.0,36.364,45.455,14.136,32.0,45.455,18.182,18.455,11,0,9.0,-9.091,27.273,-4.319
2001,62.0,60.0,63.636,23.476,59.0,72.727,45.455,31.455,37,0,3.0,-12.727,18.181,-7.979
2001,59.0,81.818,36.364,29.909,50.0,63.636,36.364,22.273,8,0,9.0,18.182,0.0,7.636
2001,67.0,80.0,54.545,27.143,52.0,60.0,45.455,27.238,6,0,15.0,20.0,9.09,-0.095
2001,50.0,54.545,45.455,19.318,36.0,36.364,36.364,23.591,-6,1,14.0,18.181,9.091,-4.273
2001,59.0,81.818,36.364,29.909,32.0,45.455,18.182,18.455,21,0,27.0,36.363,18.182,11.454
2001,67.0,80.0,54.545,27.143,50.0,54.545,45.455,19.318,20,0,17.0,25.455,9.09,7.825
2001,52.0,60.0,45.455,27.238,59.0,72.727,45.455,31.455,-1,1,-7.0,-12.727,0.0,-4.217
2001,36.0,36.364,36.364,23.591,35.0,36.364,33.333,20.15,10,0,1.0,0.0,3.031,3.441
2001,62.0,60.0,63.636,23.476,50.0,54.545,45.455,19.318,25,0,12.0,5.455,18.181,4.158
2001,50.0,63.636,36.364,22.273,41.0,36.364,45.455,14.136,27,0,9.0,27.272,-9.091,8.137
2001,35.0,36.364,33.333,20.15,32.0,45.455,18.182,18.455,24,0,3.0,-9.091,15.151,1.695
2001,59.0,72.727,45.455,31.455,41.0,36.364,45.455,14.136,56,0,18.0,36.363,0.0,17.319
2001,36.0,36.364,36.364,23.591,62.0,60.0,63.636,23.476,11,0,-26.0,-23.636,-27.272,0.115
2001,50.0,63.636,36.364,22.273,50.0,54.545,45.455,19.318,29,0,0.0,9.091,-9.091,2.955
2001,52.0,60.0,45.455,27.238,59.0,81.818,36.364,29.909,17,0,-7.0,-21.818,9.091,-2.671
2001,58.0,70.0,44.444,27.263,67.0,80.0,54.545,27.143,-4,1,-9.0,-10.0,-10.101,0.12
2001,50.0,63.636,36.364,22.273,58.0,70.0,44.444,27.263,5,0,-8.0,-6.364,-8.08,-4.99
2001,67.0,80.0,54.545,27.143,32.0,45.455,18.182,18.455,15,0,35.0,34.545,36.363,8.688
2001,52.0,60.0,45.455,27.238,62.0,60.0,63.636,23.476,-10,1,-10.0,0.0,-18.181,3.762
2001,41.0,36.364,45.455,14.136,36.0,36.364,36.364,23.591,-2,1,5.0,0.0,9.091,-9.455
2001,32.0,45.455,18.182,18.455,59.0,72.727,45.455,31.455,-33,1,-27.0,-27.272,-27.273,-13.0
2001,59.0,81.818,36.364,29.909,58.0,70.0,44.444,27.263,18,0,1.0,11.818,-8.08,2.646
2001,62.0,60.0,63.636,23.476,50.0,63.636,36.364,22.273,5,0,12.0,-3.636,27.272,1.203
2001,67.0,80.0,54.545,27.143,35.0,36.364,33.333,20.15,29,0,32.0,43.636,21.212,6.993
2001,50.0,54.545,45.455,19.318,52.0,60.0,45.455,27.238,-2,1,-2.0,-5.455,0.0,-7.92
2002,65.0,90.0,40.0,24.85,57.0,54.545,58.333,22.696,3,0,8.0,35.455,-18.333,2.154
2002,65.0,70.0,60.0,21.1,41.0,54.545,27.273,20.364,13,0,24.0,15.455,32.727,0.736
2002,45.0,54.545,36.364,20.955,76.0,83.333,66.667,27.095,-6,1,-31.0,-28.788,-30.303,-6.14
2002,45.0,63.636,27.273,17.636,55.0,72.727,36.364,25.318,7,0,-10.0,-9.091,-9.091,-7.682
2002,33.0,40.0,27.273,22.476,32.0,45.455,18.182,22.682,-15,1,1.0,-5.455,9.091,-0.206
2002,38.0,36.364,40.0,19.048,50.0,44.444,54.545,16.85,-2,1,-12.0,-8.08,-14.545,2.198
2002,57.0,54.545,58.333,22.696,45.0,63.636,27.273,17.636,18,0,12.0,-9.091,31.06,5.06
2002,76.0,83.333,66.667,27.095,65.0,90.0,40.0,24.85,36,0,11.0,-6.667,26.667,2.245
2002,41.0,54.545,27.273,20.364,45.0,54.545,36.364,20.955,24,0,-4.0,0.0,-9.091,-0.591
2002,65.0,70.0,60.0,21.1,38.0,36.364,40.0,19.048,25,0,27.0,33.636,20.0,2.052
2002,32.0,45.455,18.182,22.682,50.0,44.444,54.545,16.85,25,0,-18.0,1.011,-36.363,5.832
2002,55.0,72.727,36.364,25.318,33.0,40.0,27.273,22.476,3,0,22.0,32.727,9.091,2.842
2002,65.0,90.0,40.0,24.85,41.0,54.545,27.273,20.364,13,0,24.0,35.455,12.727,4.486
2002,45.0,54.545,36.364,20.955,65.0,70.0,60.0,21.1,-10,1,-20.0,-15.455,-23.636,-0.145
2002,45.0,63.636,27.273,17.636,76.0,83.333,66.667,27.095,-3,1,-31.0,-19.697,-39.394,-9.459
2002,33.0,40.0,27.273,22.476,57.0,54.545,58.333,22.696,-8,1,-24.0,-14.545,-31.06,-0.22
2002,38.0,36.364,40.0,19.048,32.0,45.455,18.182,22.682,22,0,6.0,-9.091,21.818,-3.634
2002,76.0,83.333,66.667,27.095,33.0,40.0,27.273,22.476,27,0,43.0,43.333,39.394,4.619
2002,45.0,54.545,36.364,20.955,38.0,36.364,40.0,19.048,10,0,7.0,18.181,-3.636,1.907
2002,41.0,54.545,27.273,20.364,45.0,63.636,27.273,17.636,43,0,-4.0,-9.091,0.0,2.728
2002,57.0,54.545,58.333,22.696,50.0,44.444,54.545,16.85,21,0,7.0,10.101,3.788,5.846
2002,55.0,72.727,36.364,25.318,32.0,45.455,18.182,22.682,28,0,23.0,27.272,18.182,2.636
2002,65.0,90.0,40.0,24.85,45.0,54.545,36.364,20.955,4,0,20.0,35.455,3.636,3.895
2002,32.0,45.455,18.182,22.682,57.0,54.545,58.333,22.696,12,0,-25.0,-9.09,-40.151,-0.014
2002,45.0,63.636,27.273,17.636,65.0,70.0,60.0,21.1,7,0,-20.0,-6.364,-32.727,-3.464
2002,33.0,40.0,27.273,22.476,41.0,54.545,27.273,20.364,5,0,-8.0,-14.545,0.0,2.112
2002,38.0,36.364,40.0,19.048,55.0,72.727,36.364,25.318,-10,1,-17.0,-36.363,3.636,-6.27
2002,65.0,90.0,40.0,24.85,38.0,36.364,40.0,19.048,22,0,27.0,53.636,0.0,5.802
2002,76.0,83.333,66.667,27.095,32.0,45.455,18.182,22.682,30,0,44.0,37.878,48.485,4.413
2002,45.0,54.545,36.364,20.955,45.0,63.636,27.273,17.636,24,0,0.0,-9.091,9.091,3.319
2002,41.0,54.545,27.273,20.364,50.0,44.444,54.545,16.85,2,0,-9.0,10.101,-27.272,3.514
2002,57.0,54.545,58.333,22.696,55.0,72.727,36.364,25.318,14,0,2.0,-18.182,21.969,-2.622
2002,65.0,70.0,60.0,21.1,33.0,40.0,27.273,22.476,12,0,32.0,30.0,32.727,-1.376
2002,55.0,72.727,36.364,25.318,76.0,83.333,66.667,27.095,7,0,-21.0,-10.606,-30.303,-1.777
2002,50.0,44.444,54.545,16.85,65.0,70.0,60.0,21.1,-2,1,-15.0,-25.556,-5.455,-4.25
2002,45.0,63.636,27.273,17.636,65.0,90.0,40.0,24.85,11,0,-20.0,-26.364,-12.727,-7.214
2002,38.0,36.364,40.0,19.048,57.0,54.545,58.333,22.696,-2,1,-19.0,-18.181,-18.333,-3.648
2002,32.0,45.455,18.182,22.682,41.0,54.545,27.273,20.364,-8,1,-9.0,-9.09,-9.091,2.318
2002,65.0,90.0,40.0,24.85,33.0,40.0,27.273,22.476,14,0,32.0,50.0,12.727,2.374
2002,45.0,54.545,36.364,20.955,50.0,44.444,54.545,16.85,9,0,-5.0,10.101,-18.181,4.105
2002,76.0,83.333,66.667,27.095,57.0,54.545,58.333,22.696,9,0,19.0,28.788,8.334,4.399
2002,41.0,54.545,27.273,20.364,55.0,72.727,36.364,25.318,3,0,-14.0,-18.182,-9.091,-4.954
2002,65.0,70.0,60.0,21.1,32.0,45.455,18.182,22.682,9,0,33.0,24.545,41.818,-1.582
2002,45.0,63.636,27.273,17.636,38.0,36.364,40.0,19.048,-8,1,7.0,27.272,-12.727,-1.412
2002,57.0,54.545,58.333,22.696,41.0,54.545,27.273,20.364,-13,1,16.0,0.0,31.06,2.332
2002,50.0,44.444,54.545,16.85,65.0,90.0,40.0,24.85,6,0,-15.0,-45.556,14.545,-8.0
2002,38.0,36.364,40.0,19.048,76.0,83.333,66.667,27.095,-21,1,-38.0,-46.969,-26.667,-8.047
2002,33.0,40.0,27.273,22.476,45.0,63.636,27.273,17.636,28,0,-12.0,-23.636,0.0,4.84
2002,32.0,45.455,18.182,22.682,45.0,54.545,36.364,20.955,6,0,-13.0,-9.09,-18.182,1.727
2002,41.0,54.545,27.273,20.364,76.0,83.333,66.667,27.095,5,0,-35.0,-28.788,-39.394,-6.731
2002,65.0,90.0,40.0,24.85,32.0,45.455,18.182,22.682,11,0,33.0,44.545,21.818,2.168
2002,65.0,70.0,60.0,21.1,57.0,54.545,58.333,22.696,7,0,8.0,15.455,1.667,-1.596
2002,45.0,63.636,27.273,17.636,50.0,44.444,54.545,16.85,-4,1,-5.0,19.192,-27.272,0.786
2002,45.0,54.545,36.364,20.955,55.0,72.727,36.364,25.318,13,0,-10.0,-18.182,0.0,-4.363
2002,57.0,54.545,58.333,22.696,45.0,54.545,36.364,20.955,28,0,12.0,0.0,21.969,1.741
2002,50.0,44.444,54.545,16.85,33.0,40.0,27.273,22.476,-11,1,17.0,4.444,27.272,-5.626
2002,76.0,83.333,66.667,27.095,65.0,70.0,60.0,21.1,18,0,11.0,13.333,6.667,5.995
2002,38.0,36.364,40.0,19.048,41.0,54.545,27.273,20.364,20,0,-3.0,-18.181,12.727,-1.316
2002,32.0,45.455,18.182,22.682,45.0,63.636,27.273,17.636,4,0,-13.0,-18.181,-9.091,5.046
2002,55.0,72.727,36.364,25.318,65.0,90.0,40.0,24.85,-7,1,-10.0,-17.273,-3.636,0.468
2002,65.0,90.0,40.0,24.85,50.0,44.444,54.545,16.85,18,0,15.0,45.556,-14.545,8.0
2002,76.0,83.333,66.667,27.095,38.0,36.364,40.0,19.048,5,0,38.0,46.969,26.667,8.047
2002,45.0,54.545,36.364,20.955,32.0,45.455,18.182,22.682,4,0,13.0,9.09,18.182,-1.727
2002,41.0,54.545,27.273,20.364,57.0,54.545,58.333,22.696,-13,1,-16.0,0.0,-31.06,-2.332
2002,65.0,70.0,60.0,21.1,55.0,72.727,36.364,25.318,-3,1,10.0,-2.727,23.636,-4.218
2002,45.0,63.636,27.273,17.636,33.0,40.0,27.273,22.476,-8,1,12.0,23.636,0.0,-4.84
2002,55.0,72.727,36.364,25.318,41.0,54.545,27.273,20.364,13,0,14.0,18.182,9.091,4.954
2002,50.0,44.444,54.545,16.85,45.0,54.545,36.364,20.955,14,0,5.0,-10.101,18.181,-4.105
2002,57.0,54.545,58.333,22.696,76.0,83.333,66.667,27.095,-3,1,-19.0,-28.788,-8.334,-4.399
2002,33.0,40.0,27.273,22.476,65.0,90.0,40.0,24.85,12,0,-32.0,-50.0,-12.727,-2.374
2002,38.0,36.364,40.0,19.048,45.0,63.636,27.273,17.636,20,0,-7.0,-27.272,12.727,1.412
2002,32.0,45.455,18.182,22.682,65.0,70.0,60.0,21.1,5,0,-33.0,-24.545,-41.818,1.582
2002,65.0,70.0,60.0,21.1,50.0,44.444,54.545,16.85,13,0,15.0,25.556,5.455,4.25
2002,65.0,90.0,40.0,24.85,45.0,63.636,27.273,17.636,35,0,20.0,26.364,12.727,7.214
2002,76.0,83.333,66.667,27.095,55.0,72.727,36.364,25.318,7,0,21.0,10.606,30.303,1.777
2002,45.0,54.545,36.364,20.955,33.0,40.0,27.273,22.476,9,0,12.0,14.545,9.091,-1.521
2002,41.0,54.545,27.273,20.364,32.0,45.455,18.182,22.682,5,0,9.0,9.09,9.091,-2.318
2002,57.0,54.545,58.333,22.696,38.0,36.364,40.0,19.048,-12,1,19.0,18.181,18.333,3.648
2002,45.0,63.636,27.273,17.636,45.0,54.545,36.364,20.955,15,0,0.0,9.091,-9.091,-3.319
2002,50.0,44.444,54.545,16.85,41.0,54.545,27.273,20.364,-7,1,9.0,-10.101,27.272,-3.514
2002,33.0,40.0,27.273,22.476,65.0,70.0,60.0,21.1,-5,1,-32.0,-30.0,-32.727,1.376
2002,38.0,36.364,40.0,19.048,65.0,90.0,40.0,24.85,-12,1,-27.0,-53.636,0.0,-5.802
2002,32.0,45.455,18.182,22.682,76.0,83.333,66.667,27.095,-7,1,-44.0,-37.878,-48.485,-4.413
2002,55.0,72.727,36.364,25.318,57.0,54.545,58.333,22.696,7,0,-2.0,18.182,-21.969,2.622
2002,65.0,70.0,60.0,21.1,45.0,63.636,27.273,17.636,-5,1,20.0,6.364,32.727,3.464
2002,41.0,54.545,27.273,20.364,33.0,40.0,27.273,22.476,34,0,8.0,14.545,0.0,-2.112
2002,76.0,83.333,66.667,27.095,50.0,44.444,54.545,16.85,13,0,26.0,38.889,12.122,10.245
2002,45.0,54.545,36.364,20.955,65.0,90.0,40.0,24.85,-45,1,-20.0,-35.455,-3.636,-3.895
2002,57.0,54.545,58.333,22.696,32.0,45.455,18.182,22.682,9,0,25.0,9.09,40.151,0.014
2002,55.0,72.727,36.364,25.318,38.0,36.364,40.0,19.048,24,0,17.0,36.363,-3.636,6.27
2002,50.0,44.444,54.545,16.85,32.0,45.455,18.182,22.682,21,0,18.0,-1.011,36.363,-5.832
2002,55.0,72.727,36.364,25.318,45.0,63.636,27.273,17.636,1,0,10.0,9.091,9.091,7.682
2002,33.0,40.0,27.273,22.476,45.0,54.545,36.364,20.955,7,0,-12.0,-14.545,-9.091,1.521
2002,50.0,44.444,54.545,16.85,57.0,54.545,58.333,22.696,-17,1,-7.0,-10.101,-3.788,-5.846
2002,65.0,90.0,40.0,24.85,65.0,70.0,60.0,21.1,12,0,0.0,20.0,-20.0,3.75
2002,38.0,36.364,40.0,19.048,45.0,54.545,36.364,20.955,-10,1,-7.0,-18.181,3.636,-1.907
2002,45.0,63.636,27.273,17.636,41.0,54.545,27.273,20.364,2,0,4.0,9.091,0.0,-2.728
2002,33.0,40.0,27.273,22.476,76.0,83.333,66.667,27.095,-17,1,-43.0,-43.333,-39.394,-4.619
2002,32.0,45.455,18.182,22.682,55.0,72.727,36.364,25.318,-11,1,-23.0,-27.272,-18.182,-2.636
2002,65.0,70.0,60.0,21.1,45.0,54.545,36.364,20.955,1,0,20.0,15.455,23.636,0.145
2002,32.0,45.455,18.182,22.682,38.0,36.364,40.0,19.048,-2,1,-6.0,9.091,-21.818,3.634
2002,55.0,72.727,36.364,25.318,50.0,44.444,54.545,16.85,19,0,5.0,28.283,-18.181,8.468
2002,41.0,54.545,27.273,20.364,65.0,90.0,40.0,24.85,13,0,-24.0,-35.455,-12.727,-4.486
2002,50.0,44.444,54.545,16.85,38.0,36.364,40.0,19.048,3,0,12.0,8.08,14.545,-2.198
2002,76.0,83.333,66.667,27.095,45.0,63.636,27.273,17.636,2,0,31.0,19.697,39.394,9.459
2002,57.0,54.545,58.333,22.696,33.0,40.0,27.273,22.476,30,0,24.0,14.545,31.06,0.22
2002,45.0,54.545,36.364,20.955,41.0,54.545,27.273,20.364,8,0,4.0,0.0,9.091,0.591
2002,33.0,40.0,27.273,22.476,55.0,72.727,36.364,25.318,-15,1,-22.0,-32.727,-9.091,-2.842
2002,38.0,36.364,40.0,19.048,65.0,70.0,60.0,21.1,-12,1,-27.0,-33.636,-20.0,-2.052
2002,45.0,63.636,27.273,17.636,57.0,54.545,58.333,22.696,2,0,-12.0,9.091,-31.06,-5.06
2002,76.0,83.333,66.667,27.095,45.0,54.545,36.364,20.955,18,0,31.0,28.788,30.303,6.14
2002,41.0,54.545,27.273,20.364,65.0,70.0,60.0,21.1,1,0,-24.0,-15.455,-32.727,-0.736
2002,57.0,54.545,58.333,22.696,65.0,90.0,40.0,24.85,10,0,-8.0,-35.455,18.333,-2.154
2002,32.0,45.455,18.182,22.682,33.0,40.0,27.273,22.476,1,0,-1.0,5.455,-9.091,0.206
2002,45.0,54.545,36.364,20.955,57.0,54.545,58.333,22.696,-12,1,-12.0,0.0,-21.969,-1.741
2002,41.0,54.545,27.273,20.364,38.0,36.364,40.0,19.048,-1,1,3.0,18.181,-12.727,1.316
2002,65.0,90.0,40.0,24.85,55.0,72.727,36.364,25.318,-7,1,10.0,17.273,3.636,-0.468
2002,65.0,70.0,60.0,21.1,76.0,83.333,66.667,27.095,7,0,-11.0,-13.333,-6.667,-5.995
2002,33.0,40.0,27.273,22.476,50.0,44.444,54.545,16.85,10,0,-17.0,-4.444,-27.272,5.626
2002,45.0,63.636,27.273,17.636,32.0,45.455,18.182,22.682,4,0,13.0,18.181,9.091,-5.046
2002,50.0,44.444,54.545,16.85,45.0,63.636,27.273,17.636,12,0,5.0,-19.192,27.272,-0.786
2002,76.0,83.333,66.667,27.095,41.0,54.545,27.273,20.364,18,0,35.0,28.788,39.394,6.731
2002,38.0,36.364,40.0,19.048,33.0,40.0,27.273,22.476,20,0,5.0,-3.636,12.727,-3.428
2002,57.0,54.545,58.333,22.696,65.0,70.0,60.0,21.1,22,0,-8.0,-15.455,-1.667,1.596
2002,32.0,45.455,18.182,22.682,65.0,90.0,40.0,24.85,15,0,-33.0,-44.545,-21.818,-2.168
2002,55.0,72.727,36.364,25.318,45.0,54.545,36.364,20.955,-4,1,10.0,18.182,0.0,4.363
2002,55.0,72.727,36.364,25.318,57.0,54.545,58.333,22.696,9,0,-2.0,18.182,-21.969,2.622
2002,76.0,83.333,66.667,27.095,55.0,72.727,36.364,25.318,-36,1,21.0,10.606,30.303,1.777
2003,60.0,81.818,33.333,23.0,54.0,75.0,33.333,26.75,6,0,6.0,6.818,0.0,-3.75
2003,45.0,63.636,27.273,22.318,14.0,0.0,27.273,14.045,14,0,31.0,63.636,0.0,8.273
2003,55.0,63.636,44.444,24.65,48.0,50.0,45.455,19.619,10,0,7.0,13.636,-1.011,5.031
2003,43.0,60.0,27.273,19.952,74.0,75.0,72.727,22.348,-12,1,-31.0,-15.0,-45.454,-2.396
2003,35.0,50.0,20.0,22.1,62.0,60.0,63.636,18.0,-5,1,-27.0,-10.0,-43.636,4.1
2003,74.0,75.0,72.727,22.348,64.0,63.636,63.636,25.318,18,0,10.0,11.364,9.091,-2.97
2003,14.0,0.0,27.273,14.045,60.0,81.818,33.333,23.0,-28,1,-46.0,-81.818,-6.06,-8.955
2003,48.0,50.0,45.455,19.619,45.0,63.636,27.273,22.318,6,0,3.0,-13.636,18.182,-2.699
2003,35.0,50.0,20.0,22.1,45.0,55.556,36.364,22.3,1,0,-10.0,-5.556,-16.364,-0.2
2003,54.0,75.0,33.333,26.75,43.0,60.0,27.273,19.952,23,0,11.0,15.0,6.06,6.798
2003,55.0,63.636,44.444,24.65,35.0,50.0,20.0,22.1,7,0,20.0,13.636,24.444,2.55
2003,45.0,55.556,36.364,22.3,74.0,75.0,72.727,22.348,-5,1,-29.0,-19.444,-36.363,-0.048
2003,43.0,60.0,27.273,19.952,14.0,0.0,27.273,14.045,10,0,29.0,60.0,0.0,5.907
2003,45.0,63.636,27.273,22.318,62.0,60.0,63.636,18.0,23,0,-17.0,3.636,-36.363,4.318
2003,60.0,81.818,33.333,23.0,48.0,50.0,45.455,19.619,5,0,12.0,31.818,-12.122,3.381
2003,64.0,63.636,63.636,25.318,54.0,75.0,33.333,26.75,10,0,10.0,-11.364,30.303,-1.432
2003,55.0,63.636,44.444,24.65,45.0,55.556,36.364,22.3,-6,1,10.0,8.08,8.08,2.35
2003,14.0,0.0,27.273,14.045,64.0,63.636,63.636,25.318,-29,1,-50.0,-63.636,-36.363,-11.273
2003,54.0,75.0,33.333,26.75,74.0,75.0,72.727,22.348,-1,1,-20.0,0.0,-39.394,4.402
2003,48.0,50.0,45.455,19.619,43.0,60.0,27.273,19.952,15,0,5.0,-10.0,18.182,-0.333
2003,35.0,50.0,20.0,22.1,45.0,63.636,27.273,22.318,20,0,-10.0,-13.636,-7.273,-0.218
2003,62.0,60.0,63.636,18.0,60.0,81.818,33.333,23.0,6,0,2.0,-21.818,30.303,-5.0
2003,45.0,55.556,36.364,22.3,54.0,75.0,33.333,26.75,-4,1,-9.0,-19.444,3.031,-4.45
2003,74.0,75.0,72.727,22.348,14.0,0.0,27.273,14.045,44,0,60.0,75.0,45.454,8.303
2003,45.0,63.636,27.273,22.318,55.0,63.636,44.444,24.65,21,0,-10.0,0.0,-17.171,-2.332
2003,60.0,81.818,33.333,23.0,35.0,50.0,20.0,22.1,7,0,25.0,31.818,13.333,0.9
2003,64.0,63.636,63.636,25.318,48.0,50.0,45.455,19.619,-6,1,16.0,13.636,18.181,5.699
2003,43.0,60.0,27.273,19.952,62.0,60.0,63.636,18.0,10,0,-19.0,0.0,-36.363,1.952
2003,14.0,0.0,27.273,14.045,45.0,55.556,36.364,22.3,-14,1,-31.0,-55.556,-9.091,-8.255
2003,60.0,81.818,33.333,23.0,45.0,63.636,27.273,22.318,-16,1,15.0,18.182,6.06,0.682
2003,64.0,63.636,63.636,25.318,35.0,50.0,20.0,22.1,13,0,29.0,13.636,43.636,3.218
2003,74.0,75.0,72.727,22.348,62.0,60.0,63.636,18.0,22,0,12.0,15.0,9.091,4.348
2003,43.0,60.0,27.273,19.952,55.0,63.636,44.444,24.65,21,0,-12.0,-3.636,-17.171,-4.698
2003,54.0,75.0,33.333,26.75,48.0,50.0,45.455,19.619,7,0,6.0,25.0,-12.122,7.131
2003,35.0,50.0,20.0,22.1,74.0,75.0,72.727,22.348,2,0,-39.0,-25.0,-52.727,-0.248
2003,45.0,63.636,27.273,22.318,43.0,60.0,27.273,19.952,5,0,2.0,3.636,0.0,2.366
2003,60.0,81.818,33.333,23.0,45.0,55.556,36.364,22.3,-9,1,15.0,26.262,-3.031,0.7
2003,55.0,63.636,44.444,24.65,64.0,63.636,63.636,25.318,-17,1,-9.0,0.0,-19.192,-0.668
2003,48.0,50.0,45.455,19.619,14.0,0.0,27.273,14.045,21,0,34.0,50.0,18.182,5.574
2003,62.0,60.0,63.636,18.0,54.0,75.0,33.333,26.75,-39,1,8.0,-15.0,30.303,-8.75
2003,45.0,55.556,36.364,22.3,48.0,50.0,45.455,19.619,-2,1,-3.0,5.556,-9.091,2.681
2003,43.0,60.0,27.273,19.952,60.0,81.818,33.333,23.0,-14,1,-17.0,-21.818,-6.06,-3.048
2003,74.0,75.0,72.727,22.348,55.0,63.636,44.444,24.65,14,0,19.0,11.364,28.283,-2.302
2003,64.0,63.636,63.636,25.318,45.0,63.636,27.273,22.318,13,0,19.0,0.0,36.363,3.0
2003,14.0,0.0,27.273,14.045,62.0,60.0,63.636,18.0,-13,1,-48.0,-60.0,-36.363,-3.955
2003,54.0,75.0,33.333,26.75,35.0,50.0,20.0,22.1,4,0,19.0,25.0,13.333,4.65
2003,45.0,55.556,36.364,22.3,43.0,60.0,27.273,19.952,16,0,2.0,-4.444,9.091,2.348
2003,45.0,63.636,27.273,22.318,74.0,75.0,72.727,22.348,-6,1,-29.0,-11.364,-45.454,-0.03
